query_order	query_id	background_id	contrast_order	contrast_id	kda_run_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	query_direction	structural_status	structurally_available	source_significant_feature_rows	mapped_unique_query_genes	duplicate_symbol_collapses	query_size	background_size	query_status	schema_version
768	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	256	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	551	empty_query	fine_deg_pathway_query_manifest_v1
769	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	257	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	582	query_below_minimum	fine_deg_pathway_query_manifest_v1
770	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	257	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	582	empty_query	fine_deg_pathway_query_manifest_v1
771	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	257	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	582	query_below_minimum	fine_deg_pathway_query_manifest_v1
772	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	258	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	532	query_below_minimum	fine_deg_pathway_query_manifest_v1
773	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	258	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	532	empty_query	fine_deg_pathway_query_manifest_v1
774	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	258	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	NA	inhibitory	Inh SORCS1 TTN	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	532	query_below_minimum	fine_deg_pathway_query_manifest_v1
775	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	259	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	773	testable_query	fine_deg_pathway_query_manifest_v1
776	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	259	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	773	query_below_minimum	fine_deg_pathway_query_manifest_v1
777	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	259	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	773	query_below_minimum	fine_deg_pathway_query_manifest_v1
778	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	260	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	8	8	0	8	802	testable_query	fine_deg_pathway_query_manifest_v1
779	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	260	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	6	6	0	6	802	testable_query	fine_deg_pathway_query_manifest_v1
780	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	260	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	802	query_below_minimum	fine_deg_pathway_query_manifest_v1
781	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	261	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	5	5	0	5	782	testable_query	fine_deg_pathway_query_manifest_v1
782	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	261	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	782	query_below_minimum	fine_deg_pathway_query_manifest_v1
783	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	261	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	3	3	0	3	782	testable_query	fine_deg_pathway_query_manifest_v1
784	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	262	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	806	testable_query	fine_deg_pathway_query_manifest_v1
785	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	262	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	806	query_below_minimum	fine_deg_pathway_query_manifest_v1
786	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	262	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	806	query_below_minimum	fine_deg_pathway_query_manifest_v1
787	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	263	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	1	1	0	1	756	query_below_minimum	fine_deg_pathway_query_manifest_v1
788	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	263	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	756	empty_query	fine_deg_pathway_query_manifest_v1
789	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	263	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	756	query_below_minimum	fine_deg_pathway_query_manifest_v1
790	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	264	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	5	5	0	5	732	testable_query	fine_deg_pathway_query_manifest_v1
791	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	264	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	732	query_below_minimum	fine_deg_pathway_query_manifest_v1
792	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	264	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP ABI3BP	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	4	4	0	4	732	testable_query	fine_deg_pathway_query_manifest_v1
793	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	265	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	2	2	0	2	762	query_below_minimum	fine_deg_pathway_query_manifest_v1
794	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	265	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	762	query_below_minimum	fine_deg_pathway_query_manifest_v1
795	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	265	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	762	empty_query	fine_deg_pathway_query_manifest_v1
796	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	266	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	11	11	0	11	752	testable_query	fine_deg_pathway_query_manifest_v1
797	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	266	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	8	8	0	8	752	testable_query	fine_deg_pathway_query_manifest_v1
798	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	266	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	3	3	0	3	752	testable_query	fine_deg_pathway_query_manifest_v1
799	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	267	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	6	6	0	6	734	testable_query	fine_deg_pathway_query_manifest_v1
800	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	267	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	734	query_below_minimum	fine_deg_pathway_query_manifest_v1
801	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	267	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	5	5	0	5	734	testable_query	fine_deg_pathway_query_manifest_v1
802	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	268	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	15	15	0	15	734	testable_query	fine_deg_pathway_query_manifest_v1
803	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	268	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	734	query_below_minimum	fine_deg_pathway_query_manifest_v1
804	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	268	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	14	14	0	14	734	testable_query	fine_deg_pathway_query_manifest_v1
805	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	269	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	687	testable_query	fine_deg_pathway_query_manifest_v1
806	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	269	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	2	2	0	2	687	query_below_minimum	fine_deg_pathway_query_manifest_v1
807	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	269	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	1	1	0	1	687	query_below_minimum	fine_deg_pathway_query_manifest_v1
808	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	270	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	698	testable_query	fine_deg_pathway_query_manifest_v1
809	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	270	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	1	1	0	1	698	query_below_minimum	fine_deg_pathway_query_manifest_v1
810	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	270	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP CLSTN2	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	2	2	0	2	698	query_below_minimum	fine_deg_pathway_query_manifest_v1
811	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	271	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	703	empty_query	fine_deg_pathway_query_manifest_v1
812	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	271	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	703	empty_query	fine_deg_pathway_query_manifest_v1
813	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	271	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e2	Female	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	703	empty_query	fine_deg_pathway_query_manifest_v1
814	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	272	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e33	Female	e33	AD_any_mito	any	estimable_validated	TRUE	7	7	0	7	694	testable_query	fine_deg_pathway_query_manifest_v1
815	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	272	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e33	Female	e33	AD_up_mito	up	estimable_validated	TRUE	7	7	0	7	694	testable_query	fine_deg_pathway_query_manifest_v1
816	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	272	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e33	Female	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	694	empty_query	fine_deg_pathway_query_manifest_v1
817	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	273	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e4	Female	e4	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	679	empty_query	fine_deg_pathway_query_manifest_v1
818	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	273	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e4	Female	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	679	empty_query	fine_deg_pathway_query_manifest_v1
819	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	273	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	F_e4	Female	e4	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	679	empty_query	fine_deg_pathway_query_manifest_v1
820	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	274	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e2	Male	e2	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	732	empty_query	fine_deg_pathway_query_manifest_v1
821	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	274	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e2	Male	e2	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	732	empty_query	fine_deg_pathway_query_manifest_v1
822	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	274	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e2	Male	e2	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	732	empty_query	fine_deg_pathway_query_manifest_v1
823	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	275	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e33	Male	e33	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	712	empty_query	fine_deg_pathway_query_manifest_v1
824	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	275	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e33	Male	e33	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	712	empty_query	fine_deg_pathway_query_manifest_v1
825	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	275	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e33	Male	e33	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	712	empty_query	fine_deg_pathway_query_manifest_v1
826	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4::AD_any_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	276	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e4	Male	e4	AD_any_mito	any	estimable_validated	TRUE	0	0	0	0	667	empty_query	fine_deg_pathway_query_manifest_v1
827	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4::AD_up_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	276	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e4	Male	e4	AD_up_mito	up	estimable_validated	TRUE	0	0	0	0	667	empty_query	fine_deg_pathway_query_manifest_v1
828	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4::AD_down_mito	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	276	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	NA	inhibitory	Inh VIP THSD7B	Inhibitory_neurons	M_e4	Male	e4	AD_down_mito	down	estimable_validated	TRUE	0	0	0	0	667	empty_query	fine_deg_pathway_query_manifest_v1
829	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2::AD_any_mito	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	277	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	F_e2	Female	e2	AD_any_mito	any	estimable_validated	TRUE	3	3	0	3	663	testable_query	fine_deg_pathway_query_manifest_v1
830	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2::AD_up_mito	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	277	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	NA	inhibitory	Inh VIP TSHZ2	Inhibitory_neurons	F_e2	Female	e2	AD_up_mito	up	estimable_validated	TRUE	3	3	0	3	663	testable_query	fine_deg_pathway_query_manifest_v1
